ID,Type,SKU,Nom,Publié,Mis en avant,Visibilité dans le catalogue,Description,Description courte,Prix régulier,Catégories,Étiquettes,Stock,Statut du stock,Poids,Longueur,Largeur,Hauteur,Classe de livraison,Images,Limite d'achat,Produits similaires,Notes
,simple,PC-081,PC Gamer ASUS Ryzen 5 - RTX 3080,1,0,visible,"PC fixe préassemblé ASUS avec Ryzen 5, RTX 3080, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Ryzen 5, RTX 3080, 16Go, 512Go SSD",1499,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-082,PC Gamer HP Ryzen 7 - RTX 4060,1,0,visible,"PC fixe préassemblé HP avec Ryzen 7, RTX 4060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Ryzen 7, RTX 4060, 32Go, 1To SSD",1799,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-083,PC Gamer Dell Ryzen 9 - RTX 4070,1,0,visible,"PC fixe préassemblé Dell avec Ryzen 9, RTX 4070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Ryzen 9, RTX 4070, 64Go, 2To SSD",2199,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-084,PC Gamer Acer Intel i5 - RTX 3050,1,0,visible,"PC fixe préassemblé Acer avec Intel i5, RTX 3050, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Intel i5, RTX 3050, 16Go, 512Go SSD",899,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-085,PC Gamer Lenovo Intel i7 - RTX 3060,1,0,visible,"PC fixe préassemblé Lenovo avec Intel i7, RTX 3060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Intel i7, RTX 3060, 32Go, 1To SSD",1099,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-086,PC Gamer Corsair Intel i9 - RTX 3070,1,0,visible,"PC fixe préassemblé Corsair avec Intel i9, RTX 3070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Intel i9, RTX 3070, 64Go, 2To SSD",1299,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-087,PC Gamer NZXT Ryzen 5 - RTX 3080,1,0,visible,"PC fixe préassemblé NZXT avec Ryzen 5, RTX 3080, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Ryzen 5, RTX 3080, 16Go, 512Go SSD",1499,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-088,PC Gamer Gigabyte Ryzen 7 - RTX 4060,1,0,visible,"PC fixe préassemblé Gigabyte avec Ryzen 7, RTX 4060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Ryzen 7, RTX 4060, 32Go, 1To SSD",1799,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-089,PC Gamer Alienware Ryzen 9 - RTX 4070,1,0,visible,"PC fixe préassemblé Alienware avec Ryzen 9, RTX 4070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Ryzen 9, RTX 4070, 64Go, 2To SSD",2199,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-090,PC Gamer MSI Intel i5 - RTX 3050,1,0,visible,"PC fixe préassemblé MSI avec Intel i5, RTX 3050, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Intel i5, RTX 3050, 16Go, 512Go SSD",899,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-091,PC Gamer ASUS Intel i7 - RTX 3060,1,0,visible,"PC fixe préassemblé ASUS avec Intel i7, RTX 3060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Intel i7, RTX 3060, 32Go, 1To SSD",1099,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-092,PC Gamer HP Intel i9 - RTX 3070,1,0,visible,"PC fixe préassemblé HP avec Intel i9, RTX 3070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Intel i9, RTX 3070, 64Go, 2To SSD",1299,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-093,PC Gamer Dell Ryzen 5 - RTX 3080,1,0,visible,"PC fixe préassemblé Dell avec Ryzen 5, RTX 3080, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Ryzen 5, RTX 3080, 16Go, 512Go SSD",1499,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-094,PC Gamer Acer Ryzen 7 - RTX 4060,1,0,visible,"PC fixe préassemblé Acer avec Ryzen 7, RTX 4060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Ryzen 7, RTX 4060, 32Go, 1To SSD",1799,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-095,PC Gamer Lenovo Ryzen 9 - RTX 4070,1,0,visible,"PC fixe préassemblé Lenovo avec Ryzen 9, RTX 4070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Ryzen 9, RTX 4070, 64Go, 2To SSD",2199,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-096,PC Gamer Corsair Intel i5 - RTX 3050,1,0,visible,"PC fixe préassemblé Corsair avec Intel i5, RTX 3050, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Intel i5, RTX 3050, 16Go, 512Go SSD",899,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-097,PC Gamer NZXT Intel i7 - RTX 3060,1,0,visible,"PC fixe préassemblé NZXT avec Intel i7, RTX 3060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Intel i7, RTX 3060, 32Go, 1To SSD",1099,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-098,PC Gamer Gigabyte Intel i9 - RTX 3070,1,0,visible,"PC fixe préassemblé Gigabyte avec Intel i9, RTX 3070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Intel i9, RTX 3070, 64Go, 2To SSD",1299,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-099,PC Gamer Alienware Ryzen 5 - RTX 3080,1,0,visible,"PC fixe préassemblé Alienware avec Ryzen 5, RTX 3080, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Ryzen 5, RTX 3080, 16Go, 512Go SSD",1499,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-100,PC Gamer MSI Ryzen 7 - RTX 4060,1,0,visible,"PC fixe préassemblé MSI avec Ryzen 7, RTX 4060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Ryzen 7, RTX 4060, 32Go, 1To SSD",1799,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-101,PC Gamer ASUS Ryzen 9 - RTX 4070,1,0,visible,"PC fixe préassemblé ASUS avec Ryzen 9, RTX 4070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Ryzen 9, RTX 4070, 64Go, 2To SSD",2199,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-102,PC Gamer HP Intel i5 - RTX 3050,1,0,visible,"PC fixe préassemblé HP avec Intel i5, RTX 3050, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Intel i5, RTX 3050, 16Go, 512Go SSD",899,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-103,PC Gamer Dell Intel i7 - RTX 3060,1,0,visible,"PC fixe préassemblé Dell avec Intel i7, RTX 3060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Intel i7, RTX 3060, 32Go, 1To SSD",1099,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-104,PC Gamer Acer Intel i9 - RTX 3070,1,0,visible,"PC fixe préassemblé Acer avec Intel i9, RTX 3070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Intel i9, RTX 3070, 64Go, 2To SSD",1299,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-105,PC Gamer Lenovo Ryzen 5 - RTX 3080,1,0,visible,"PC fixe préassemblé Lenovo avec Ryzen 5, RTX 3080, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Ryzen 5, RTX 3080, 16Go, 512Go SSD",1499,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-106,PC Gamer Corsair Ryzen 7 - RTX 4060,1,0,visible,"PC fixe préassemblé Corsair avec Ryzen 7, RTX 4060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Ryzen 7, RTX 4060, 32Go, 1To SSD",1799,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-107,PC Gamer NZXT Ryzen 9 - RTX 4070,1,0,visible,"PC fixe préassemblé NZXT avec Ryzen 9, RTX 4070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Ryzen 9, RTX 4070, 64Go, 2To SSD",2199,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-108,PC Gamer Gigabyte Intel i5 - RTX 3050,1,0,visible,"PC fixe préassemblé Gigabyte avec Intel i5, RTX 3050, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Intel i5, RTX 3050, 16Go, 512Go SSD",899,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-109,PC Gamer Alienware Intel i7 - RTX 3060,1,0,visible,"PC fixe préassemblé Alienware avec Intel i7, RTX 3060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Intel i7, RTX 3060, 32Go, 1To SSD",1099,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-110,PC Gamer MSI Intel i9 - RTX 3070,1,0,visible,"PC fixe préassemblé MSI avec Intel i9, RTX 3070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Intel i9, RTX 3070, 64Go, 2To SSD",1299,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-111,PC Gamer ASUS Ryzen 5 - RTX 3080,1,0,visible,"PC fixe préassemblé ASUS avec Ryzen 5, RTX 3080, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Ryzen 5, RTX 3080, 16Go, 512Go SSD",1499,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-112,PC Gamer HP Ryzen 7 - RTX 4060,1,0,visible,"PC fixe préassemblé HP avec Ryzen 7, RTX 4060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Ryzen 7, RTX 4060, 32Go, 1To SSD",1799,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-113,PC Gamer Dell Ryzen 9 - RTX 4070,1,0,visible,"PC fixe préassemblé Dell avec Ryzen 9, RTX 4070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Ryzen 9, RTX 4070, 64Go, 2To SSD",2199,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-114,PC Gamer Acer Intel i5 - RTX 3050,1,0,visible,"PC fixe préassemblé Acer avec Intel i5, RTX 3050, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Intel i5, RTX 3050, 16Go, 512Go SSD",899,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-115,PC Gamer Lenovo Intel i7 - RTX 3060,1,0,visible,"PC fixe préassemblé Lenovo avec Intel i7, RTX 3060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Intel i7, RTX 3060, 32Go, 1To SSD",1099,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-116,PC Gamer Corsair Intel i9 - RTX 3070,1,0,visible,"PC fixe préassemblé Corsair avec Intel i9, RTX 3070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Intel i9, RTX 3070, 64Go, 2To SSD",1299,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-117,PC Gamer NZXT Ryzen 5 - RTX 3080,1,0,visible,"PC fixe préassemblé NZXT avec Ryzen 5, RTX 3080, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Ryzen 5, RTX 3080, 16Go, 512Go SSD",1499,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-118,PC Gamer Gigabyte Ryzen 7 - RTX 4060,1,0,visible,"PC fixe préassemblé Gigabyte avec Ryzen 7, RTX 4060, 32Go de RAM et 1To SSD. Parfait pour le gaming et la création.","Ryzen 7, RTX 4060, 32Go, 1To SSD",1799,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-119,PC Gamer Alienware Ryzen 9 - RTX 4070,1,0,visible,"PC fixe préassemblé Alienware avec Ryzen 9, RTX 4070, 64Go de RAM et 2To SSD. Parfait pour le gaming et la création.","Ryzen 9, RTX 4070, 64Go, 2To SSD",2199,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
,simple,PC-120,PC Gamer MSI Intel i5 - RTX 3050,1,0,visible,"PC fixe préassemblé MSI avec Intel i5, RTX 3050, 16Go de RAM et 512Go SSD. Parfait pour le gaming et la création.","Intel i5, RTX 3050, 16Go, 512Go SSD",899,PC Fixe,"PC,Gamer,Fixe",15,instock,10,50,25,45,,,,,
